ObjectKey,FetchDate,State,County,PropertyLink,Address,ListingPrice,BuyWithRedfin,Vendor,Status,PropertyType,Style,LotSize,TimeOnRedfin,YearBuilt,Community,MlsNo,ListPrice,RedfinEstimate,BuyerAgentCommission,EstMoPayment,PriceSqFt
13822ddfa58c90dd676b7f90a5338433c6fc81c55484e0c8e00d9da3734ae16b,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Bedford/16-Charles-St-01730/home/17543155,"16 Charles St,Bedford, MA 01730","$1,499,900","Buy with Redfin: $1,496,518",matterport,New,Single Family Residential,Colonial,0.79 Acres,17 hours,2009,Prescott Farms,73009404,"$1,499,900","$1,587,189",2.5%,"$8,097",$462
21b3c4c43e7168e78a63ae51167aa59b8c041cd8f28698df020bbe18d9efb597,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Melrose/15-Maple-St-02176/home/11778865,"15 Maple St,Melrose, MA 02176","$699,000","Buy with Redfin: $697,531",matterport,Active,Single Family Residential,Colonial,"2,783 Sq. Ft.",5 days,1900,Melrose,73011263,"$699,000","$738,619",2%,"$3,634",$583
323b2dfd32963bbc07265bd1c538587b6e5b275302def94cd8314a97223f6b4c,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Cambridge/124-Thorndike-St-02141/home/11552621,"124 Thorndike St,Cambridge, MA 02141","$1,300,000","Buy with Redfin: $1,297,060",matterport,Active,Single Family Residential,Colonial,"2,499 Sq. Ft.",4 days,1841,East Cambridge,73012062,"$1,300,000",,2%,"$6,297","$1,084"
3e11508e1ca1e8bf7332f3e6ce680a50def5e9eb89cadb100b2419e4b9935f76,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Hudson/116-Causeway-St-01749/home/11381706,"116 Causeway St,Hudson, MA 01749","$649,900","Buy with Redfin: $648,563",matterport,Active,Single Family Residential,Cape,0.34 Acres,5 days,1996,Hudson,73010037,"$649,900",,2%,"$3,698",$257
bb7ea7cb90fb1983cad898ca9c6dd2646cf7f1f0b0c80390720861947a0f8aa8,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Watertown/10-Williams-St-02472/unit-26/home/11682381,"10 Williams #26,Watertown, MA 02472","$560,000","Buy with Redfin: $558,900",matterport,Active,Condo,,,5 days,1973,Watertown,73011570,"$560,000","$561,169",2%,"$3,495",$519
63011743145dc34e7f2397309fe431cd699f8c99f9a489a6f0afa4e65433caa9,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Somerville/400-Broadway-02145/unit-8/home/8759052,"400 Broadway #8,Somerville, MA 02145","$439,000","Buy with Redfin: $438,251",matterport,Active,Condo,,,13 days,1920,Somerville,73006519,"$439,000","$441,855",2.5%,"$2,370",$714
9615084b55af4ff41a73190666aaf28270a74aae21c5bba48cd8d327f1ce8c24,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Melrose/320-Upham-St-02176/home/11784551,"320 Upham St,Melrose, MA 02176","$849,000","Buy with Redfin: $847,123",matterport,Price Changed,Single Family Residential,Gambrel /Dutch,"4,805 Sq. Ft.",13 days,1925,Melrose,73007142,"$849,000","$899,097",2%,"$4,478",$480
4b1ac29362cfab1772c0d07eb2b46e7620f4a840add11be2689528e24f38cabb,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Cambridge/608-Huron-Ave-02138/unit-608/home/137537706,"608 Huron Ave #608,Cambridge, MA 02138","$1,468,000","Buy with Redfin: $1,464,688",matterport,Active,Condo,,,4 days,1925,Strawberry Hill,73012308,"$1,468,000",,2.5%,"$7,716",$765
c6bf40f53ca9435feb5b3a7a1e1ad5a06fd48b3d2a78897eca8af48f0ef9d526,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/450-W-147th-St-10031/unit-41/home/45164585,"450 W 147 St #41,New York, NY 10031","$739,000",,matterport,Active,Co-op,Mid Rise,,34 days,1910,Paul Revere Aptmnt Corp,3408012,"$739,000","$749,621",3%,"$3,414",$762
4215ccd8b38e0be6e43587d6e518c58ebc34316237b2f0ea597100db31ff3aef,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/88-Greenwich-St-10006/home/45219099,"Unit at 88 Greenwich St,New York, NY 10006","$710,000",,matterport,Active,Condo,,,25 days,,Financial District,PRCH-3832835,"$710,000",,,"$4,125",
4213cc556452467142b9e6a79db07c04a6b72dc5a973427cd0e39c67426e759a,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/284-5th-Ave-10001/unit-5B/home/114013558,"284 Fifth Ave Unit 5B,New York, NY 10001","$599,999",,matterport,Active,Co-op,Prewar,"5,000 Sq. Ft.",116 days,1890,Midtown South,RLMX-001030021707599,"$599,999",,,"$4,134",
7036c7dda254bf0abce423e7402507a882a5b5bfceef42d96ff551b64d38e514,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/401-E-74th-St-10021/unit-11F/home/45335214,"401 E 74th St Unit 11F,New York, NY 10021","$1,695,000",,matterport,Active,Co-op,,0.57 Acres,67 days,1961,Upper East Side,PRCH-3801250,"$1,695,000",,,"$10,585",
2023685b4fcb6d774bedf8d5f8abd0b6a552617e9b7f023969a6c4f2ad09252e,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/121-E-22nd-St-10010/home/170225489,"Unit at 121 E 22nd St,New York, NY 10010","$10,995,000",,matterport,Active,Condo,,,11 days,,Gramercy,PRCH-3847042,"$10,995,000",,,"$59,052",
1efbc7492c1e13d130ae4e7b8476baece797626a2f564d9fee575500687a802c,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/675-Academy-St-10034/home/179786327,"Unit at 675 Academy St,New York, NY 10034","$725,000",,matterport,Active,Co-op,,,42 days,,Inwood,PRCH-3827309,"$725,000",,,"$3,349",
207fa8acdfe959a466791993b352757f3d7b364fedcad927e80dd97797e66f0a,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/180-E-79th-St-10075/home/45157604,"Unit at 180 E 79th St,New York, NY 10075","$2,097,000",,matterport,Active,Co-op,Prewar,,13 days,,Upper East Side,PRCH-3785636,"$2,097,000",,,"$9,686",
830f970182ab66f4d2c6050fa3147c12281aaa9c5c95c7af2b59b7c31f5b8a7f,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/524-E-6th-St-10009/unit-8/home/45327950,"524 E 6th St #8,New York, NY 10009","$589,000",,matterport,Active,Co-op,Mid Rise,,42 days,1900,524 East 6th Steet,3405686,"$589,000","$599,446",2%,"$3,498",$982
d3393626943c50c0feb4851086b86b41c982d986bb3fceb8ff631fd008e6c887,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/357-E-57th-St-10022/home/115522254,"Unit at 357 E 57th St,New York, NY 10022","$1,600,000",,matterport,Active,Co-op,,,73 days,,Sutton,PRCH-3768913,"$1,600,000",,,"$7,391",
a451bb6a304fe93f4a594a7de2a387e57e3e79330cd4b6cbd29d822336ab80c1,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/8-Warren-St-10007/home/45205070,"Unit at 8 Warren St,New York, NY 10007","$3,495,000",,matterport,Active,Condo,Prewar,,119 days,,TriBeCa,PRCH-3763951,"$3,495,000",,,"$17,703",
b6dd78ce75af3396f65a6609f32d4990988a0f442000931b30ed02cc8994080d,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/322-W-57th-St-10019/home/45223882,"Unit at 322 W 57th St,New York, NY 10019","$1,495,000",,matterport,Active,Condo,,,123 days,,Hells Kitchen,PRCH-3768315,"$1,495,000",,,"$7,924",
f2892f4443f3536fcafdb5e06a5976364f5980e8e739e4c341bf9548cf6a7c3b,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/100-Overlook-Ter-10040/home/114726949,"Unit at 100 Overlook Ter,New York, NY 10040","$675,000",,matterport,Active,Co-op,,,67 days,,Hudson Heights,RPLU-5121784039,"$675,000",,,"$3,118",
fb013e0740d64070b28563e232ae04e9e6901141b0f55ff0b960c7cfbe61d8c3,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/880-5th-Ave-10021/home/45168973,"Unit at 880 Fifth Ave,New York, NY 10021","$22,000,000",,matterport,Active,Co-op,Prewar,,20 days,,Lenox Hill,PRCH-3841905,"$22,000,000",,,"$101,621",
8d74a64896823d2e89f0510026566d7fb0573a1fbb7aab362fbf893dc87dfdba,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/200-W-86th-St-10024/home/45201265,"Unit at 200 W 86th St,New York, NY 10024","$1,750,000",,matterport,Active,Co-op,Prewar,,28 days,,Upper West Side,OLRS-1987384,"$1,750,000",,,"$8,083",
2592804fe6a60dd0d54fd21bb120a88088636dc2d3ad520632874f644b517bcb,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/750-Park-Ave-10021/unit-3B/home/105888744,"750 Park Ave Unit 3B,New York, NY 10021","$875,000",,matterport,Active,Co-op,,"5,400 Sq. Ft.",181 days,1950,Lenox Hill,RPLU-3346346665,"$875,000",,,"$6,172",
8abc0fd9e351f91757a363500e7ce20b91c342495cd18fa6632eeb7fdb9119e0,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/40-E-94th-St-10128/home/45291224,"Unit at 40 E 94th St,New York, NY 10128","$3,425,000",,,Active,Condo,,,4 days,,Carnegie Hill,PRCH-3841409,"$3,425,000",,,"$18,618",
ad7f773b5afde6479d97eeb0d0bc7096853be833655007e2cad75bfe171647df,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/440-E-57th-St-10022/home/174313644,"Unit at 440 E 57th St,New York, NY 10022","$1,595,000",,matterport,Active,Co-op,,,42 days,,Sutton,PRCH-3827349,"$1,595,000",,,"$7,367",
ec1659599f2cc767ad95c2da41e229fd4a55c5fa510715490efbf7a82ace4bd5,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/35-E-76th-St-10021/home/102005273,"Unit at 35 E 76th St,New York, NY 10021","$2,495,000",,matterport,Active,Co-op,Prewar,,42 days,,Upper East Side,PRCH-3814311,"$2,495,000",,,"$11,525",
c214523e39546532d8520c9c769ed6fdbde7a18b4da4bc2c5fa27c5a88d09f86,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/98-Hamilton-Pl-10031/unit-1S/home/179391136,"98 Hamilton Pl Unit 1S,New York, NY 10030","$375,000",,matterport,Active,Co-op,,,68 days,1900,94-102 Hamilton Place Hd,H6184756,"$375,000",,2%,"$2,716",$385
8c98cf832548b9dfa34e153e7cd4ae4eeb7cc7fa31a68ccc384f046197fade74,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/130-Jane-St-10014/home/45324776,"Unit at 130 Jane St,New York, NY 10014","$2,795,000",,matterport,Active,Co-op,Prewar,,48 days,,West Village,RPLU-63221799372,"$2,795,000",,,"$12,910",
00d81a9eb4f8808f5af43763236c491caaa7685bf7ed1b8a078fbe5fc359de92,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/52-Wooster-St-10013/home/167250109,"52 Wooster St,New York, NY 10013","$11,500,000",,matterport,Active,Condo,,,26 days,,SoHo,RPLU-5121871270,"$11,500,000",,,"$61,704",
72a1b0fc108820a8b9edf091431a76be32458c98a453cb2631e95df3245dfb31,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/108-Leonard-St-10013/home/160572822,"Unit at 108 Leonard St,New York, NY 10013","$3,950,000",,matterport,Active,Condo,,,123 days,,Civic Center,PRCH-3762355,"$3,950,000",,,"$19,883",
67b7400783f6b7f446a5890ab13aec2aabd9aab744c55b8511f7d0124164b648,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/122-W-88th-St-10024/home/45274112,"122 W 88th St,New York, NY 10024","$6,750,000",,matterport,Active,Townhouse,,"1,560 Sq. Ft.",75 days,,Upper West Side,PRCH-3709282,"$6,750,000",,,"$34,602",
c7767c3ccaffe30244220ad5b08c8bc3aae95b0594f77eeca3e7846c04631180,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/605-Park-Ave-10065/home/45182082,"Unit at 605 Park Ave,New York, NY 10065","$2,850,000",,matterport,Active,Co-op,,,46 days,,Lenox Hill,PRCH-3816997,"$2,850,000",,,"$13,164",
bc8884cad3c6626c94e1ef6915eb7a95ab6e91f953d37c9b391294fcd505569c,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/509-E-88th-St-10128/home/45162619,"Unit at 509 E 88th St,New York, NY 10128","$325,000",,matterport,Active,Co-op,Prewar,,40 days,,Yorkville,RPLU-21921836972,"$325,000",,,"$1,501",
199efa11e0990a8a9a8a39075753bc21f94fe2756806b8624940c1dcc5f621c7,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/235-E-22nd-St-10010/home/180183401,"Unit at 235 E 22nd St,New York, NY 10010","$1,615,000",,matterport,Active,Co-op,Prewar,,21 days,,Gramercy,PRCH-3724304,"$1,615,000",,,"$7,460",
8f51c520d2bb43e10dc003bb9eebbdfe669883a7439756ebd677a332c9428acc,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/117-E-57th-St-10022/home/45278285,"Unit at 117 E 57th St,New York, NY 10022","$595,000",,matterport,Active,Condo,,,18 days,,Midtown Central,PRCH-3842325,"$595,000",,,"$3,564",
077fa7fb35d135e54f2e998399f3c5e7e33200be20873ab45bad395c7357f9ef,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/950-5th-Ave-10075/home/179935270,"Unit at 950 Fifth Ave,New York, NY 10021","$1,100,000",,matterport,Active,Co-op,,,33 days,,Upper East Side,PRCH-3779011,"$1,100,000",,,"$5,081",
a17a3adfd91d630ee6ac96947e7139a9d14221b3548c2f48f46de184b7c5a7d7,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/20-West-St-10004/unit-14D/home/45193154,"20 West St Unit 14-D,New York, NY 10004","$595,000",,matterport,Active,Condo,Prewar,0.32 Acres,45 days,1929,Financial District,OLRS-296982,"$595,000",,,"$4,315",
e8d2d066125254868449cacddf4b600ea0459d7e36d788a649cba9c480d3dd82,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/245-E-72nd-St-10021/home/177350569,"Unit at 245 E 72nd St,New York, NY 10021","$995,000",,matterport,Active,Co-op,Prewar,,1 minute,,Upper East Side,PRCH-3712390,"$995,000",,,"$4,604",
c8a3904c42a29191703e10122ed1e3a993a35e53592de72f23c9832c823e0dd7,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/145-Central-Park-N-10026/home/173387082,"Unit at 145 Central Park N,New York, NY 10026","$3,250,000",,matterport,Active,Condo,,,648 days,,Harlem,OLRS-1897597,"$3,250,000",,,"$17,552",
f8748688e6845e79d287ab49a3f4de319ddacfb629fed2a9125557bccf634515,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/118-E-60th-St-10022/home/180191933,"Unit at 118 E 60th St,New York, NY 10022","$7,250,000",,matterport,Active,Co-op,,,21 days,,Lenox Hill,PRCH-3841324,"$7,250,000",,,"$33,489",
f425187fe1a8a07f0bdebf0d85b5d9a8cffb5154def3e70dfe859f87361a5c1e,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/42-W-120th-St-10027/unit-3A/home/105844666,"42 W 120th St Unit 3A,New York, NY 10027","$749,999",,matterport,Active,Townhouse,Townhouse,,45 days,1909,New York,H6189442,"$749,999",,2%,"$4,173",$750
cd72a969d04a0ccb3bcf2584099578520a9980df9433e1f17965a8f47563c468,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/860-United-Nations-Plz-10017/unit-31/home/45155061,"860 United Nations Plz Unit 31/32D,New York, NY 10017","$2,995,000",,matterport,Active,Co-op,,2.03 Acres,68 days,1966,Beekman,PRCH-3799939,"$2,995,000",,,"$24,098",$803
bfe7354d22f8dd0534f9486861f7c56cd56911eeb276747cea94de210e87c1a5,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/345-E-93rd-St-10128/home/45162160,"Unit at 345 E 93rd St,New York, NY 10128","$575,000",,matterport,Active,Co-op,,,40 days,,Yorkville,PRCH-3829272,"$575,000",,,"$2,661",
d0e8467e3e6afdf638df7017123fe3275d13cd4704528b38509add61ab25fbbc,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/1330-5th-Ave-10026/home/45297404,"Unit at 1330 Fifth Ave,New York, NY 10026","$725,000",,matterport,Active,Condo,,,6 days,,Harlem,PRCH-3849320,"$725,000",,,"$4,471",
aba2589abf67eb2ac12c9ab29dcf14b71fcacf0020be1bb8a0f6c32ec6530b2d,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/371-Fort-Washington-Ave-10033/home/45198812,"Unit at 371 Fort Washington,New York, NY 10033","$385,000",,matterport,Active,Co-op,Prewar,,69 days,,Washington Heights,PRCH-3801627,"$385,000",,,"$1,778",
b5fe2851b4537c5a538023d776fd893e1cbaed673bc969e8f93cb89edf5afa61,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/24-Central-Park-S-10019/home/45231772,"Unit at 24 Central Park S,New York, NY 10019","$2,850,000",,matterport,Active,Co-op,,,27 days,,Central Park South,PRCH-3760378,"$2,850,000",,,"$13,164",
101840827a8f516199042459bb8b2f79f921f7debc73f90e2fbb45651892bd11,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/303-E-57th-St-10022/home/45197278,"Unit at 303 E 57th St,New York, NY 10022","$1,588,000",,matterport,Active,Co-op,,,42 days,,Sutton,PRCH-3826146,"$1,588,000",,,"$7,335",
3a8217dbf205063167152575a3e80a03a5baf630bad0be69dd4e492c7e21d669,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/303-E-57th-St-10022/home/56335145,"Unit at 303 E 57th St,New York, NY 10022","$675,000",,matterport,Active,Co-op,,,181 days,,Sutton,PRCH-3734723,"$675,000",,,"$3,118",
9b8e8aebdef3d1092b97f797448d2748ecc113ff9f0cab269bcef26e469b98c2,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/137-E-36th-St-10016/home/45175434,"Unit at 137 E 36th St,New York, NY 10016","$675,000",,matterport,Active,Co-op,,,18 days,,Murray Hill,PRCH-3734341,"$675,000",,,"$3,118",
a1aa2d97bb8bc44c35427e53c22c0f5f51640327b48e293abffb2ea38672128d,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/27-E-79th-St-10075/home/174152006,"27 E 79th St,New York, NY 10075","$19,995,000",,matterport,Active,Condo,,"2,452 Sq. Ft.",20 days,,Upper East Side,RPLU-5121880792,"$19,995,000",,,"$96,055",
e7a9124feda01c0f12cdfd14f43b8cdd84213a693176fec28700c5ed5155332c,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/630-1st-Ave-10016/home/45258539,"Unit at 630 First Ave,New York, NY 10016","$880,000",,matterport,Active,Condo,,,33 days,,Murray Hill,RPLU-704121857012,"$880,000",,,"$4,985",
d6e1f8b8a409ed3d13e480772618b336b135d76685ac8370671172e69f9455b5,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/508-W-139th-St-10031/home/179928024,"Unit at 508 W 139th St,New York, NY 10031","$499,000",,matterport,Active,Co-op,,,33 days,,Hamilton Heights,PRCH-3832209,"$499,000",,,"$2,305",
1c86ce81f6a52dbd7a868426172dd75ad8561160bd3019585c95f339fcae0355,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/200-Rector-Pl-10280/home/45235908,"Unit at 200 Rector Pl,New York, NY 10280","$665,000",,matterport,Active,Condo,,,47 days,,Battery Park,PRCH-3824317,"$665,000",,,"$3,928",
bf1672f62fa1b14665d08dd2009643e086a2998edf140c5f63eeab8deac05f7d,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/300-Central-Park-W-10024/home/45168136,"Unit at 300 Central Park W,New York, NY 10024","$3,650,000",,matterport,Active,Co-op,Prewar,,27 days,,Upper West Side,PRCH-3794918,"$3,650,000",,,"$16,860",
ae1634f5758e2671269cf9ca17b8f2c15a6e99afe900121669685b43b493a3fe,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/250-S-End-Ave-10280/home/45234836,"Unit at 250 S End Ave,New York, NY 10280","$642,000",,matterport,Active,Condo,,,34 days,,Battery Park,OLRS-1963453,"$642,000",,,"$4,261",
aed5597c2a175786c9a97173faef851f812d316225781c0ae3cde934d8b1a674,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/404-Park-Ave-S-10016/home/174303074,"Unit at 404 Park Ave S,New York, NY 10016","$8,850,000",,matterport,Active,Condo,Prewar,,6 hours,,NoMad,RPLU-5121894452,"$8,850,000",,,"$46,349",
b4f26ad153d29fd05c0633961471c57c3cd95c3d5a30b6056252786a0f1f2ae8,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/7-W-57th-St-10019/home/176193467,"7 W 57th St,New York, NY 10019","$12,500,000",,matterport,Active,Condo,,"3,213 Sq. Ft.",46 days,,Midtown Central,RPLU-33421648698,"$12,500,000",,,"$64,249",
370823ac940543b3158f07c1aa558a01fc2512260c5cfac42b397a46f8df3747,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/205-W-57th-St-10019/home/179810322,"Unit at 205 W 57th St,New York, NY 10019","$1,250,000",,matterport,Active,Co-op,Prewar,,40 days,,Midtown Central,PRCH-3798974,"$1,250,000",,,"$5,774",
8f029a1901720805a5aed6e5f1ccf386dc368e9b47b6bd846449062bb44668ac,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/26-W-74th-St-10023/home/45266729,"Unit at 26 W 74th St,New York, NY 10023","$1,890,000",,matterport,Active,Condo,Prewar,,3 days,,Upper West Side,OLRS-1865264,"$1,890,000",,,"$9,180",
4231e9a7b94fdc8e291552475e77df732276d9bb0ab0938153ffe7c5023481b7,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/151-W-17th-St-10011/unit-4H/home/45120529,"151 W 17th St Unit 4-H,New York, NY 10011","$2,795,000",,matterport,Active,Condo,,0.54 Acres,40 days,2002,Chelsea,OLRS-242415,"$2,795,000",,,"$16,782","$1,661"
bbbc9aba4fb5d9588cae6ebfca27f6d94bd2baac0fbe3584793c9cbc43745406,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/875-Park-Ave-10075/home/45209180,"Unit at 875 Park Ave,New York, NY 10075","$12,000,000",,matterport,Active,Co-op,Prewar,,24 days,,Upper East Side,PRCH-3828991,"$12,000,000",,,"$55,429",
93697c4291bd249b806926ea26b2ee63260be6a1caaa1387b7af6cc485a6d49f,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/204-W-Houston-St-10014/home/180437515,"Unit at 204 W Houston St,New York, NY 10014","$1,195,000",,matterport,Active,Co-op,Prewar,,7 days,,Greenwich Village,PRCH-3839581,"$1,195,000",,,"$5,520",
e68b07216252618f7bc21d54001f97047a8d55c8f45e7dda7e3b244e0f9197b1,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/345-E-93rd-St-10128/unit-29F/home/45162179,"345 E 93rd St Unit 29F,New York, NY 10128","$675,000",,matterport,Active,Co-op,High Rise,,67 days,1975,Mill Rock Plaza,3398859,"$675,000","$673,289",2.5%,"$4,810",$931
ff959a9b0598f7d97d5a4b52e317fd9e051b73d84250eee755857e9822adbf79,07/19/2022,NY,New York County,https://www.redfin.com/NY/New-York/400-E-56th-St-10022/unit-23C/home/45203663,"400 E 56th St Unit 23C,New York, NY 10022","$920,000",,matterport,Active,Co-op,,1.07 Acres,525 days,1968,Sutton,PRCH-3133697,"$920,000",,,"$6,458",$939
